"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language","consumer_usage_tier"
"779","4300","Global","Fruits","HOMLI FRUIT","","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"780","4301","Global","Fruits","KIWIFRUIT","Retailer Assigned","All Sizes","","","","Actinidia deliciosa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"781","4302","Global","Fruits","KIWANO (HORNED MELON)",""," All Sizes ","","","","Cucumis metuliferus","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"782","4303","Global","Fruits","KUMQUAT",""," All Sizes ","","","","Fortunella spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"783","4304","Global","Fruits","LEMONS","Retailer Assigned"," All Sizes ","","","","Citrus limon","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"784","4305","Global","Fruits","LIMES","Key (incl. Mexican & West Indian)","  All Sizes  ","","","","Citrus aurantifolia","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"785","4306","Global","Fruits","LIMES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"786","4307","Global","Fruits","LONGAN","","  All Sizes   ","","","","Dimocarpus longan","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"787","4308","Global","Fruits","LOQUATS","","  All Sizes    ","","","","Eribotyra japonica","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"788","4309","Global","Fruits","LYCHEES","","All Sizes","","","","Litchi chinensis","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"789","4310","Global","Fruits","MAMEY","","All Sizes","","","","Pouteria sapota","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"790","4311","Global","Fruits","MANGO","Green (Includes Keitt and Francis)","  Small  ","12 size and smaller","","","Mangifera indica","(Includes Keitt and Francis varieties)","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","2007-05-14 22:00:00","","EN","Medium"
"791","4312","Global","Fruits","MANGO","Yellow (Includes Oro, Ataulfo/Honey Manila)"," Small ","18 size and smaller","","","Mangifera indica","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"792","4313","Global","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"793","4314","Global","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"794","4315","Global","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"795","4316","Global","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"796","4317","Global","Fruits","MELON","Canary/Yellow Honeydew","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"797","4318","Global","Fruits","MELON","Cantaloupe/Muskmelon","  Small  ","18 size and smaller","Average Fruit Weight =  less than 1135g","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Cucumis melo","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"798","4319","Global","Fruits","MELON","Cantaloupe/Muskmelon","Large","15 size and larger","Average Fruit Weight =  1135g and above","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"799","4320","Global","Fruits","MELON","Casaba","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"800","4321","Global","Fruits","MELON","Cinnabar","All Sizes ","","","","Cucumis melo","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"801","4322","Global","Fruits","MELON","Crenshaw","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"802","4323","Global","Fruits","BERRIES","Strawberries","Bulk","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"803","4324","Global","Fruits","MELON","French Afternoon","All Sizes ","","","","Cucumis melo","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"804","4325","Global","Fruits","MELON","French Breakfast","All Sizes  ","","","","Cucumis melo","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"805","4326","Global","Fruits","MELON","Galia","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"806","4327","Global","Fruits","MELON","Orange Flesh/Cantaline","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"807","4328","Global","Fruits","LIMEQUATS","","  All Sizes  ","","","","Citrus spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"808","4329","Global","Fruits","MELON","Honeydew/White Honeydew"," Small ","6 size and smaller","Average Fruit Weight =  less than 2040g","","Cucumis melo","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"809","4330","Global","Fruits","MELON","Mayan","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"810","4331","Global","Fruits","MELON","Mickey Lee Watermelon/Sugarbaby","All Sizes ","","","","Cucumis melo","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"811","4332","Global","Fruits","MELON","Muskmelon","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"812","4333","Global","Fruits","MELON","Pepino"," All Sizes  ","","","","Cucumis melo","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"813","4334","Global","Fruits","MELON","Persian","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"814","4335","Global","Fruits","MELON","Prince","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"815","4336","Global","Fruits","MELON","Santa Claus","  All Sizes  ","","","","Cucumis melo","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"816","4337","Global","Fruits","MELON","Saticoy","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"817","4338","Global","Fruits","MELON","Sharlin","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"818","4339","Global","Fruits","MELON","Spanish/Tendral","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"819","4340","Global","Fruits","MELON","Watermelon - Yellow","All Sizes","","","","Citrullus lanatus","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"820","4341","Global","Fruits","MELON","Watermelon - Yellow, Seedless","  All Sizes  ","","","","Citrullus lanatus","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"821","4342","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"822","4343","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"823","4344","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"824","4345","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"825","4346","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"826","4347","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"827","4348","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"828","4349","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"829","4350","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"830","4351","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"831","4352","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"832","4353","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"833","4354","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"834","4355","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"835","4356","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"836","4357","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"837","4358","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"838","4359","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"839","4360","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"840","4361","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"841","4362","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"842","4363","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"843","4364","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"844","4365","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"845","4366","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"846","4367","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"847","4368","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"848","4369","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"849","4370","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"850","4371","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"851","4372","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"852","4373","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"853","4374","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"854","4375","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"855","4376","Global","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"856","4377","Global","Fruits","NECTARINE","Yellow Flesh, Tree Ripened, Ready-to-eat","Small","70 size and smaller","Average Fruit Weight =  less than 185g","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
